catchment_id,downstream_id,basin_id,longitude,latitude,upstream_area_km2,is_river_mouth,flow_status_row,flow_status_col,point_flow_status,nearest_water_distance_km,match_class
4880187,4880186,45635,91.17791748046875,51.3245849609375,16485.17632,0,1051,2567,1,0.2814733242496167,on intermittent
4811795,4809996,45635,87.2629165649414,50.35708236694336,10404.2496,0,1168,2092,0,0.675634225204146,near water
4840628,4838828,45635,88.9004135131836,47.13874816894531,15189.169152,0,1558,2290,2,0.49471938038788843,on perennial
4862149,4863949,45635,90.21624755859375,55.090415954589844,10419.229696,0,595,2450,1,0.3667254101675633,on intermittent
4926907,4925107,45635,93.7004165649414,59.23041534423828,13121.36192,0,93,2872,2,0.23796195561411965,on perennial
4944924,4944923,45635,94.72792053222656,57.602081298828125,10555.218944,0,290,2997,0,9.326219020142963,far from water
5020602,5022402,45635,99.00125122070312,49.72041702270508,14209.661952,0,1246,3515,0,0.6549369505592624,near water
5011612,5013412,45635,98.54125213623047,48.72624969482422,11620.127744,0,1366,3459,1,0.030973982770449705,on intermittent
5047617,5047616,45635,100.47291564941406,48.303749084472656,15003.881472,0,1417,3693,0,1.131702619703735,near water
5018784,5018785,45635,98.82875061035156,51.47041702270508,14351.95392,0,1033,3494,2,0.3618159900427386,on perennial
